upper,lower,BlockSelect,feed_2,moveon,feed_1,judgment,correct,third,second,first,item_number,sixth,fourth,fifth,practice1.thisRepN,practice1.thisTrialN,practice1.thisN,practice1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,practice2.thisRepN,practice2.thisTrialN,practice2.thisN,practice2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,blcok2.thisRepN,blcok2.thisTrialN,blcok2.thisN,blcok2.thisIndex,response,RT,date,frameRate,expName,session,participant,
DLF,ZLF,1,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,8,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,8,1.43084938509,2021_jan_29_1614,99.9670392379,Control Task #6k,001,NENA_029,
DLF,ZLF,1,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,8,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2021_jan_29_1614,99.9670392379,Control Task #6k,001,NENA_029,
FLD,FLD,2,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,4,,,,,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,1,1.01071257207,2021_jan_29_1614,99.9670392379,Control Task #6k,001,NENA_029,
FLD,FLD,2,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,4,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2021_jan_29_1614,99.9670392379,Control Task #6k,001,NENA_029,
JKY,JKY,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,0.660676072348,2021_jan_29_1614,99.9670392379,Control Task #6k,001,NENA_029,
GWG,GWX,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,X,None,None,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,1,0.680625511573,2021_jan_29_1614,99.9670392379,Control Task #6k,001,NENA_029,
FDW,FDW,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,1,0.499890949864,2021_jan_29_1614,99.9670392379,Control Task #6k,001,NENA_029,
JPB,SPB,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,None,None,S,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,1,0.529690823623,2021_jan_29_1614,99.9670392379,Control Task #6k,001,NENA_029,
WWT,WWT,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,1,0.499924627113,2021_jan_29_1614,99.9670392379,Control Task #6k,001,NENA_029,
RNL,RPL,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,None,P,None,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,1,0.609932799458,2021_jan_29_1614,99.9670392379,Control Task #6k,001,NENA_029,
HVD,HVD,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,8,None,None,None,,,,,,,,,,,,,,,,,0,0,0,7,,,,,1,0.83068074226,2021_jan_29_1614,99.9670392379,Control Task #6k,001,NENA_029,
GVN,RVN,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,R,14,None,None,None,,,,,,,,,,,,,,,,,0,1,1,13,,,,,1,0.509868074994,2021_jan_29_1614,99.9670392379,Control Task #6k,001,NENA_029,
VSG,VSG,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,5,None,None,None,,,,,,,,,,,,,,,,,0,2,2,4,,,,,1,0.640368692091,2021_jan_29_1614,99.9670392379,Control Task #6k,001,NENA_029,
