upper,lower,BlockSelect,feed_2,moveon,feed_1,judgment,correct,third,second,first,item_number,sixth,fourth,fifth,practice1.thisRepN,practice1.thisTrialN,practice1.thisN,practice1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,practice2.thisRepN,practice2.thisTrialN,practice2.thisN,practice2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,blcok2.thisRepN,blcok2.thisTrialN,blcok2.thisN,blcok2.thisIndex,response,RT,date,frameRate,expName,session,participant,
DLF,ZLF,1,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,8,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,8,1.44088764986,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
DLF,ZLF,1,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,8,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
FLD,FLD,2,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,4,,,,,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,1,0.940683502837,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
FLD,FLD,2,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,4,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
JPB,SPB,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,None,None,S,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,1,0.9307292106,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
JKY,JKY,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,1,0.790616998695,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
FDW,FDW,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,1,0.68069930218,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
GWG,GWX,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,X,None,None,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,1,0.760583812376,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
WWT,WWT,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,1,0.840600464871,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
RNL,RPL,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,None,P,None,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,1,0.750699119362,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
FHP,FHP,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,12,None,None,None,,,,,,,,,,,,,,,,,0,0,0,11,,,,,1,0.870672139239,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
VSG,VSG,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,5,None,None,None,,,,,,,,,,,,,,,,,0,1,1,4,,,,,1,0.750689176615,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
NRK,NRK,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,10,None,None,None,,,,,,,,,,,,,,,,,0,2,2,9,,,,,1,0.690659688356,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
HVD,HVD,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,8,None,None,None,,,,,,,,,,,,,,,,,0,3,3,7,,,,,1,0.580743595508,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
SVB,PVB,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,P,13,None,None,None,,,,,,,,,,,,,,,,,0,4,4,12,,,,,1,0.620690661613,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
NLX,NLX,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,9,None,None,None,,,,,,,,,,,,,,,,,0,5,5,8,,,,,1,0.730660637728,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
WJP,WJZ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,Z,None,None,23,None,None,None,,,,,,,,,,,,,,,,,0,6,6,22,,,,,1,0.830713526721,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
KTS,KTS,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,11,None,None,None,,,,,,,,,,,,,,,,,0,7,7,10,,,,,1,0.68071309373,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
BLG,BSG,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,S,None,19,None,None,None,,,,,,,,,,,,,,,,,0,8,8,18,,,,,1,0.680681982558,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
BGQ,BWQ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,W,None,18,None,None,None,,,,,,,,,,,,,,,,,0,9,9,17,,,,,1,0.660639652118,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
VXL,VXD,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,D,None,None,24,None,None,None,,,,,,,,,,,,,,,,,0,10,10,23,,,,,0,0.99067627029,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
GZK,GZK,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,3,None,None,None,,,,,,,,,,,,,,,,,0,11,11,2,,,,,1,0.690600994083,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
ZLW,ZLW,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,4,None,None,None,,,,,,,,,,,,,,,,,0,12,12,3,,,,,1,0.89082448135,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
RBT,RBT,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,2,None,None,None,,,,,,,,,,,,,,,,,0,13,13,1,,,,,1,0.740647644803,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
XTK,XTK,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,6,None,None,None,,,,,,,,,,,,,,,,,0,14,14,5,,,,,1,0.89066315228,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
GVN,RVN,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,R,14,None,None,None,,,,,,,,,,,,,,,,,0,15,15,13,,,,,1,0.74060691162,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
TLJ,TXJ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,X,None,17,None,None,None,,,,,,,,,,,,,,,,,0,16,16,16,,,,,1,1.10075529587,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
ZKJ,ZKV,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,V,None,None,22,None,None,None,,,,,,,,,,,,,,,,,0,17,17,21,,,,,1,0.900641499546,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
FRQ,MRQ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,M,15,None,None,None,,,,,,,,,,,,,,,,,0,18,18,14,,,,,1,0.690535564401,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
CBN,CMN,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,M,None,20,None,None,None,,,,,,,,,,,,,,,,,0,19,19,19,,,,,1,0.920817575952,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
QNB,QNB,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,1,None,None,None,,,,,,,,,,,,,,,,,0,20,20,0,,,,,1,0.870668931902,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
KTM,XTM,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,X,16,None,None,None,,,,,,,,,,,,,,,,,0,21,21,15,,,,,1,0.640576794722,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
WSV,WSV,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,7,None,None,None,,,,,,,,,,,,,,,,,0,22,22,6,,,,,1,0.870683364921,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
RBN,RBW,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,W,None,None,21,None,None,None,,,,,,,,,,,,,,,,,0,23,23,20,,,,,0,0.720459059781,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
DVBWHP,DCBWHP,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,C,None,40,None,None,None,,,,,,,,,,,,,,,,,,,,,0,0,0,15,1,1.07072788276,2021_jan_25_1225,99.9852804887,Control Task #6k,001,NENA_027,
