upper,lower,BlockSelect,feed_2,moveon,feed_1,judgment,correct,third,second,first,item_number,sixth,fourth,fifth,practice1.thisRepN,practice1.thisTrialN,practice1.thisN,practice1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,practice2.thisRepN,practice2.thisTrialN,practice2.thisN,practice2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,blcok2.thisRepN,blcok2.thisTrialN,blcok2.thisN,blcok2.thisIndex,response,RT,date,frameRate,expName,session,participant,
MLVDZG,MLVDZG,,,,,    OLIKA              LIKA  ,8,None,None,None,26,None,None,None,,,,,,,,,,,,,,,,,,,,,0,12,12,1,1,1.27071343164,2021_feb_28_1304,99.9750529879,Control Task #6k,001,NENA_030,
RDNCQM,RDNCQB,,,,,    OLIKA              LIKA  ,4,None,None,None,48,B,None,None,,,,,,,,,,,,,,,,,,,,,0,13,13,23,1,0.89073497225,2021_feb_28_1304,99.9750529879,Control Task #6k,001,NENA_030,
HVNPDS,HVNPMS,,,,,    OLIKA              LIKA  ,4,None,None,None,46,None,None,M,,,,,,,,,,,,,,,,,,,,,0,14,14,21,1,0.830856505418,2021_feb_28_1304,99.9750529879,Control Task #6k,001,NENA_030,
CJDHXN,CJDBXN,,,,,    OLIKA              LIKA  ,4,None,None,None,43,None,B,None,,,,,,,,,,,,,,,,,,,,,0,15,15,18,1,0.740488262358,2021_feb_28_1304,99.9750529879,Control Task #6k,001,NENA_030,
JRTLNM,JRTLNM,,,,,    OLIKA              LIKA  ,8,None,None,None,30,None,None,None,,,,,,,,,,,,,,,,,,,,,0,16,16,5,1,1.01074496637,2021_feb_28_1304,99.9750529879,Control Task #6k,001,NENA_030,
DRLGHS,DRFGHS,,,,,    OLIKA              LIKA  ,4,F,None,None,42,None,None,None,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,0.820693353586,2021_feb_28_1304,99.9750529879,Control Task #6k,001,NENA_030,
QGNXBF,QGNXBF,,,,,    OLIKA              LIKA  ,8,None,None,None,29,None,None,None,,,,,,,,,,,,,,,,,,,,,0,18,18,4,1,1.05071857624,2021_feb_28_1304,99.9750529879,Control Task #6k,001,NENA_030,
PBRJNQ,PBRJNQ,,,,,    OLIKA              LIKA  ,8,None,None,None,25,None,None,None,,,,,,,,,,,,,,,,,,,,,0,19,19,0,1,1.53084098181,2021_feb_28_1304,99.9750529879,Control Task #6k,001,NENA_030,
JZVSPX,JZVSPX,,,,,    OLIKA              LIKA  ,8,None,None,None,31,None,None,None,,,,,,,,,,,,,,,,,,,,,0,20,20,6,1,1.67084467669,2021_feb_28_1304,99.9750529879,Control Task #6k,001,NENA_030,
ZKSWVJ,ZKSWVJ,,,,,    OLIKA              LIKA  ,8,None,None,None,27,None,None,None,,,,,,,,,,,,,,,,,,,,,0,21,21,2,1,1.16071680578,2021_feb_28_1304,99.9750529879,Control Task #6k,001,NENA_030,
NMHJKR,WMHJKR,,,,,    OLIKA              LIKA  ,4,None,None,W,38,None,None,None,,,,,,,,,,,,,,,,,,,,,0,22,22,13,1,0.710702821705,2021_feb_28_1304,99.9750529879,Control Task #6k,001,NENA_030,
DVBWHP,DCBWHP,,,,,    OLIKA              LIKA  ,4,None,C,None,40,None,None,None,,,,,,,,,,,,,,,,,,,,,0,23,23,15,1,0.870766288883,2021_feb_28_1304,99.9750529879,Control Task #6k,001,NENA_030,
