upper,lower,BlockSelect,feed_2,moveon,feed_1,judgment,correct,third,second,first,item_number,sixth,fourth,fifth,practice1.thisRepN,practice1.thisTrialN,practice1.thisN,practice1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,practice2.thisRepN,practice2.thisTrialN,practice2.thisN,practice2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,blcok2.thisRepN,blcok2.thisTrialN,blcok2.thisN,blcok2.thisIndex,response,RT,date,frameRate,expName,session,participant,
DLF,ZLF,1,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,8,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,8,1.63080586338,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
DLF,ZLF,1,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,8,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
FLD,FLD,2,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,4,,,,,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,1,1.02074338785,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
FLD,FLD,2,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,4,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
JPB,SPB,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,None,None,S,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,1,0.840702969119,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
WWT,WWT,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,1,1.71089827289,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
JKY,JKY,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,1,0.990767388283,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
RNL,RPL,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,None,P,None,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,1,1.40086520855,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
FDW,FDW,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,1,1.13069408803,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
GWG,GWX,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,X,None,None,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,1,2.36095804143,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
XTK,XTK,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,6,None,None,None,,,,,,,,,,,,,,,,,0,0,0,5,,,,,1,1.38076007879,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
SVB,PVB,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,P,13,None,None,None,,,,,,,,,,,,,,,,,0,1,1,12,,,,,1,1.11060531563,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
HVD,HVD,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,8,None,None,None,,,,,,,,,,,,,,,,,0,2,2,7,,,,,1,1.24080515456,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
CBN,CMN,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,M,None,20,None,None,None,,,,,,,,,,,,,,,,,0,3,3,19,,,,,1,0.940733406653,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
GVN,RVN,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,R,14,None,None,None,,,,,,,,,,,,,,,,,0,4,4,13,,,,,1,0.920713912519,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
BLG,BSG,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,S,None,19,None,None,None,,,,,,,,,,,,,,,,,0,5,5,18,,,,,1,0.860744273077,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
BGQ,BWQ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,W,None,18,None,None,None,,,,,,,,,,,,,,,,,0,6,6,17,,,,,1,0.81069168895,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
GZK,GZK,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,3,None,None,None,,,,,,,,,,,,,,,,,0,7,7,2,,,,,1,0.830620415727,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
TLJ,TXJ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,X,None,17,None,None,None,,,,,,,,,,,,,,,,,0,8,8,16,,,,,1,0.830496933635,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
ZKJ,ZKV,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,V,None,None,22,None,None,None,,,,,,,,,,,,,,,,,0,9,9,21,,,,,1,1.40075455577,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
FRQ,MRQ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,M,15,None,None,None,,,,,,,,,,,,,,,,,0,10,10,14,,,,,1,0.800638963699,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
ZLW,ZLW,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,4,None,None,None,,,,,,,,,,,,,,,,,0,11,11,3,,,,,1,1.20071324539,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
RBT,RBT,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,2,None,None,None,,,,,,,,,,,,,,,,,0,12,12,1,,,,,1,1.30078858551,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
NRK,NRK,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,10,None,None,None,,,,,,,,,,,,,,,,,0,13,13,9,,,,,1,0.95077169893,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
VSG,VSG,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,5,None,None,None,,,,,,,,,,,,,,,,,0,14,14,4,,,,,1,0.940680485755,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
VXL,VXD,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,D,None,None,24,None,None,None,,,,,,,,,,,,,,,,,0,15,15,23,,,,,1,1.84081298044,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
FHP,FHP,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,12,None,None,None,,,,,,,,,,,,,,,,,0,16,16,11,,,,,1,1.18084353344,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
RBN,RBW,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,W,None,None,21,None,None,None,,,,,,,,,,,,,,,,,0,17,17,20,,,,,1,1.42076186206,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
KTM,XTM,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,X,16,None,None,None,,,,,,,,,,,,,,,,,0,18,18,15,,,,,1,1.10077004716,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
QNB,QNB,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,1,None,None,None,,,,,,,,,,,,,,,,,0,19,19,0,,,,,1,0.830712786748,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
NLX,NLX,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,9,None,None,None,,,,,,,,,,,,,,,,,0,20,20,8,,,,,1,0.830690335457,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
WJP,WJZ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,Z,None,None,23,None,None,None,,,,,,,,,,,,,,,,,0,21,21,22,,,,,1,1.54082301937,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
KTS,KTS,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,11,None,None,None,,,,,,,,,,,,,,,,,0,22,22,10,,,,,1,0.700619751811,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
WSV,WSV,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,7,None,None,None,,,,,,,,,,,,,,,,,0,23,23,6,,,,,1,0.590619017332,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
RDNCQM,RDNCQB,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,None,48,B,None,None,,,,,,,,,,,,,,,,,,,,,0,0,0,23,1,1.64087943625,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
PZBQJM,PZBQJH,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,None,47,H,None,None,,,,,,,,,,,,,,,,,,,,,0,1,1,22,1,0.840714515498,2021_mar_01_1258,99.985280536,Control Task #6k,001,NENA_032,
