upper,lower,BlockSelect,feed_2,moveon,feed_1,judgment,correct,third,second,first,item_number,sixth,fourth,fifth,practice1.thisRepN,practice1.thisTrialN,practice1.thisN,practice1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,practice2.thisRepN,practice2.thisTrialN,practice2.thisN,practice2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,blcok2.thisRepN,blcok2.thisTrialN,blcok2.thisN,blcok2.thisIndex,response,RT,date,frameRate,expName,session,participant,
KTS,KTS,,,,,    OLIKA              LIKA  ,8,None,None,None,11,None,None,None,,,,,,,,,,,,,,,,,0,2,2,10,,,,,1,0.950459806687,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
FRQ,MRQ,,,,,    OLIKA              LIKA  ,4,None,None,M,15,None,None,None,,,,,,,,,,,,,,,,,0,3,3,14,,,,,1,0.76063655771,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
XTK,XTK,,,,,    OLIKA              LIKA  ,8,None,None,None,6,None,None,None,,,,,,,,,,,,,,,,,0,4,4,5,,,,,1,1.21076632737,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
WJP,WJZ,,,,,    OLIKA              LIKA  ,4,Z,None,None,23,None,None,None,,,,,,,,,,,,,,,,,0,5,5,22,,,,,1,1.61080231391,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
RBN,RBW,,,,,    OLIKA              LIKA  ,4,W,None,None,21,None,None,None,,,,,,,,,,,,,,,,,0,6,6,20,,,,,1,1.27081574633,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
BGQ,BWQ,,,,,    OLIKA              LIKA  ,4,None,W,None,18,None,None,None,,,,,,,,,,,,,,,,,0,7,7,17,,,,,1,1.15039136169,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
ZLW,ZLW,,,,,    OLIKA              LIKA  ,8,None,None,None,4,None,None,None,,,,,,,,,,,,,,,,,0,8,8,3,,,,,1,0.930833669037,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
CBN,CMN,,,,,    OLIKA              LIKA  ,4,None,M,None,20,None,None,None,,,,,,,,,,,,,,,,,0,9,9,19,,,,,1,1.40076598098,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
KTM,XTM,,,,,    OLIKA              LIKA  ,4,None,None,X,16,None,None,None,,,,,,,,,,,,,,,,,0,10,10,15,,,,,1,1.38046693985,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
NLX,NLX,,,,,    OLIKA              LIKA  ,8,None,None,None,9,None,None,None,,,,,,,,,,,,,,,,,0,11,11,8,,,,,1,1.05039848202,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
FHP,FHP,,,,,    OLIKA              LIKA  ,8,None,None,None,12,None,None,None,,,,,,,,,,,,,,,,,0,12,12,11,,,,,1,0.910832591366,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
QNB,QNB,,,,,    OLIKA              LIKA  ,8,None,None,None,1,None,None,None,,,,,,,,,,,,,,,,,0,13,13,0,,,,,1,0.840584418916,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
NRK,NRK,,,,,    OLIKA              LIKA  ,8,None,None,None,10,None,None,None,,,,,,,,,,,,,,,,,0,14,14,9,,,,,1,0.760736947983,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
VXL,VXD,,,,,    OLIKA              LIKA  ,4,D,None,None,24,None,None,None,,,,,,,,,,,,,,,,,0,15,15,23,,,,,1,1.00031079288,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
SVB,PVB,,,,,    OLIKA              LIKA  ,4,None,None,P,13,None,None,None,,,,,,,,,,,,,,,,,0,16,16,12,,,,,1,0.740707004097,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
VSG,VSG,,,,,    OLIKA              LIKA  ,8,None,None,None,5,None,None,None,,,,,,,,,,,,,,,,,0,17,17,4,,,,,1,1.0007261456,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
WSV,WSV,,,,,    OLIKA              LIKA  ,8,None,None,None,7,None,None,None,,,,,,,,,,,,,,,,,0,18,18,6,,,,,1,1.06082335418,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
RBT,RBT,,,,,    OLIKA              LIKA  ,8,None,None,None,2,None,None,None,,,,,,,,,,,,,,,,,0,19,19,1,,,,,1,1.52044465513,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
GVN,RVN,,,,,    OLIKA              LIKA  ,4,None,None,R,14,None,None,None,,,,,,,,,,,,,,,,,0,20,20,13,,,,,1,0.940801492832,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
BLG,BSG,,,,,    OLIKA              LIKA  ,4,None,S,None,19,None,None,None,,,,,,,,,,,,,,,,,0,21,21,18,,,,,1,1.27049629358,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
HVD,HVD,,,,,    OLIKA              LIKA  ,8,None,None,None,8,None,None,None,,,,,,,,,,,,,,,,,0,22,22,7,,,,,1,0.950759373822,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
TLJ,TXJ,,,,,    OLIKA              LIKA  ,4,None,X,None,17,None,None,None,,,,,,,,,,,,,,,,,0,23,23,16,,,,,1,0.760859469015,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
XDPVFN,XDPVFN,,,,,    OLIKA              LIKA  ,8,None,None,None,32,None,None,None,,,,,,,,,,,,,,,,,,,,,0,0,0,7,1,2.64117854971,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
QVPSKN,RVPSKN,,,,,    OLIKA              LIKA  ,4,None,None,R,37,None,None,None,,,,,,,,,,,,,,,,,,,,,0,1,1,12,1,1.11070833836,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
QJZTBL,QJZCBL,,,,,    OLIKA              LIKA  ,4,None,None,None,44,None,C,None,,,,,,,,,,,,,,,,,,,,,0,2,2,19,1,2.17093448268,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
MLVDZG,MLVDZG,,,,,    OLIKA              LIKA  ,8,None,None,None,26,None,None,None,,,,,,,,,,,,,,,,,,,,,0,3,3,1,1,1.56054463486,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
JRTLNM,JRTLNM,,,,,    OLIKA              LIKA  ,8,None,None,None,30,None,None,None,,,,,,,,,,,,,,,,,,,,,0,4,4,5,1,1.28080730456,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
MNTWLX,MNTWLX,,,,,    OLIKA              LIKA  ,8,None,None,None,33,None,None,None,,,,,,,,,,,,,,,,,,,,,0,5,5,8,1,1.69096506804,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
JZVSPX,JZVSPX,,,,,    OLIKA              LIKA  ,8,None,None,None,31,None,None,None,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,1.9108643442,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
KWDCXG,KWDCXG,,,,,    OLIKA              LIKA  ,8,None,None,None,34,None,None,None,,,,,,,,,,,,,,,,,,,,,0,7,7,9,1,1.97087367119,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
HVNPDS,HVNPMS,,,,,    OLIKA              LIKA  ,4,None,None,None,46,None,None,M,,,,,,,,,,,,,,,,,,,,,0,8,8,21,1,1.56088397322,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
CJDHXN,CJDBXN,,,,,    OLIKA              LIKA  ,4,None,None,None,43,None,B,None,,,,,,,,,,,,,,,,,,,,,0,9,9,18,1,1.35082807541,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
RDNCQM,RDNCQB,,,,,    OLIKA              LIKA  ,4,None,None,None,48,B,None,None,,,,,,,,,,,,,,,,,,,,,0,10,10,23,1,1.64031833659,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
PXVFWM,PXVFZM,,,,,    OLIKA              LIKA  ,4,None,None,None,45,None,None,Z,,,,,,,,,,,,,,,,,,,,,0,11,11,20,1,1.51063078447,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
DRLGHS,DRFGHS,,,,,    OLIKA              LIKA  ,4,F,None,None,42,None,None,None,,,,,,,,,,,,,,,,,,,,,0,12,12,17,1,1.81078069633,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
PBRJNQ,PBRJNQ,,,,,    OLIKA              LIKA  ,8,None,None,None,25,None,None,None,,,,,,,,,,,,,,,,,,,,,0,13,13,0,1,2.03099108611,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
QGNXBF,QGNXBF,,,,,    OLIKA              LIKA  ,8,None,None,None,29,None,None,None,,,,,,,,,,,,,,,,,,,,,0,14,14,4,1,1.96072751835,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
GJHSCJ,GJVSCJ,,,,,    OLIKA              LIKA  ,4,V,None,None,41,None,None,None,,,,,,,,,,,,,,,,,,,,,0,15,15,16,1,1.56056227532,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
ZKSWVJ,ZKSWVJ,,,,,    OLIKA              LIKA  ,8,None,None,None,27,None,None,None,,,,,,,,,,,,,,,,,,,,,0,16,16,2,1,1.46086351028,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
HNDKLM,HNDKLM,,,,,    OLIKA              LIKA  ,8,None,None,None,28,None,None,None,,,,,,,,,,,,,,,,,,,,,0,17,17,3,1,1.19073510054,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
DWQRVK,DPQRVK,,,,,    OLIKA              LIKA  ,4,None,P,None,39,None,None,None,,,,,,,,,,,,,,,,,,,,,0,18,18,14,0,1.59079418006,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
NMHJKR,WMHJKR,,,,,    OLIKA              LIKA  ,4,None,None,W,38,None,None,None,,,,,,,,,,,,,,,,,,,,,0,19,19,13,1,1.44085890452,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
PZBQJM,PZBQJH,,,,,    OLIKA              LIKA  ,4,None,None,None,47,H,None,None,,,,,,,,,,,,,,,,,,,,,0,20,20,22,1,2.54082259724,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
BKDXWF,BKDXWF,,,,,    OLIKA              LIKA  ,8,None,None,None,35,None,None,None,,,,,,,,,,,,,,,,,,,,,0,21,21,10,1,3.07113532737,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
DVBWHP,DCBWHP,,,,,    OLIKA              LIKA  ,4,None,C,None,40,None,None,None,,,,,,,,,,,,,,,,,,,,,0,22,22,15,1,1.14074106623,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
NKZRGP,NKZRGP,,,,,    OLIKA              LIKA  ,8,None,None,None,36,None,None,None,,,,,,,,,,,,,,,,,,,,,0,23,23,11,1,2.99102645685,2020_okt_13_1033,99.9869156947,Control Task #6k,001,NENA_016,
