upper,lower,BlockSelect,feed_2,moveon,feed_1,judgment,correct,third,second,first,item_number,sixth,fourth,fifth,practice1.thisRepN,practice1.thisTrialN,practice1.thisN,practice1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,practice2.thisRepN,practice2.thisTrialN,practice2.thisN,practice2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,blcok2.thisRepN,blcok2.thisTrialN,blcok2.thisN,blcok2.thisIndex,response,RT,date,frameRate,expName,session,participant,
DLF,ZLF,1,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,8,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,8,1.7208252401,2020_okt_08_1056,99.9840299136,Control Task #6k,001,NENA_015,
DLF,ZLF,1,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,8,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020_okt_08_1056,99.9840299136,Control Task #6k,001,NENA_015,
FLD,FLD,2,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,4,,,,,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,1,0.750646923889,2020_okt_08_1056,99.9840299136,Control Task #6k,001,NENA_015,
FLD,FLD,2,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,4,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2020_okt_08_1056,99.9840299136,Control Task #6k,001,NENA_015,
FDW,FDW,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,1.17075551216,2020_okt_08_1056,99.9840299136,Control Task #6k,001,NENA_015,
RNL,RPL,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,None,P,None,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,1,1.12076725109,2020_okt_08_1056,99.9840299136,Control Task #6k,001,NENA_015,
WWT,WWT,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,1,0.630451544535,2020_okt_08_1056,99.9840299136,Control Task #6k,001,NENA_015,
GWG,GWX,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,X,None,None,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,1,0.680592796534,2020_okt_08_1056,99.9840299136,Control Task #6k,001,NENA_015,
JPB,SPB,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,None,None,S,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,1,1.18071595904,2020_okt_08_1056,99.9840299136,Control Task #6k,001,NENA_015,
JKY,JKY,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,1,0.740093115985,2020_okt_08_1056,99.9840299136,Control Task #6k,001,NENA_015,
