upper,lower,BlockSelect,feed_2,moveon,feed_1,judgment,correct,third,second,first,item_number,sixth,fourth,fifth,practice1.thisRepN,practice1.thisTrialN,practice1.thisN,practice1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,practice2.thisRepN,practice2.thisTrialN,practice2.thisN,practice2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,blcok2.thisRepN,blcok2.thisTrialN,blcok2.thisN,blcok2.thisIndex,response,RT,date,frameRate,expName,session,participant,
GZK,GZK,,,,,    OLIKA              LIKA  ,8,None,None,None,3,None,None,None,,,,,,,,,,,,,,,,,0,0,0,2,,,,,1,1.57081752784,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
FRQ,MRQ,,,,,    OLIKA              LIKA  ,4,None,None,M,15,None,None,None,,,,,,,,,,,,,,,,,0,1,1,14,,,,,1,1.01073848622,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
NRK,NRK,,,,,    OLIKA              LIKA  ,8,None,None,None,10,None,None,None,,,,,,,,,,,,,,,,,0,2,2,9,,,,,1,0.790754272735,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
NLX,NLX,,,,,    OLIKA              LIKA  ,8,None,None,None,9,None,None,None,,,,,,,,,,,,,,,,,0,3,3,8,,,,,1,0.75061829446,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
WJP,WJZ,,,,,    OLIKA              LIKA  ,4,Z,None,None,23,None,None,None,,,,,,,,,,,,,,,,,0,4,4,22,,,,,1,0.890778295692,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
ZKJ,ZKV,,,,,    OLIKA              LIKA  ,4,V,None,None,22,None,None,None,,,,,,,,,,,,,,,,,0,5,5,21,,,,,1,0.710598421798,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
ZLW,ZLW,,,,,    OLIKA              LIKA  ,8,None,None,None,4,None,None,None,,,,,,,,,,,,,,,,,0,6,6,3,,,,,1,0.600335295048,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
RBT,RBT,,,,,    OLIKA              LIKA  ,8,None,None,None,2,None,None,None,,,,,,,,,,,,,,,,,0,7,7,1,,,,,1,0.550330981179,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
KTS,KTS,,,,,    OLIKA              LIKA  ,8,None,None,None,11,None,None,None,,,,,,,,,,,,,,,,,0,8,8,10,,,,,1,0.509882608245,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
RBN,RBW,,,,,    OLIKA              LIKA  ,4,W,None,None,21,None,None,None,,,,,,,,,,,,,,,,,0,9,9,20,,,,,1,0.660575826105,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
XTK,XTK,,,,,    OLIKA              LIKA  ,8,None,None,None,6,None,None,None,,,,,,,,,,,,,,,,,0,10,10,5,,,,,1,0.820720425703,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
WSV,WSV,,,,,    OLIKA              LIKA  ,8,None,None,None,7,None,None,None,,,,,,,,,,,,,,,,,0,11,11,6,,,,,1,0.600393668588,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
TLJ,TXJ,,,,,    OLIKA              LIKA  ,4,None,X,None,17,None,None,None,,,,,,,,,,,,,,,,,0,12,12,16,,,,,1,0.610736690112,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
VSG,VSG,,,,,    OLIKA              LIKA  ,8,None,None,None,5,None,None,None,,,,,,,,,,,,,,,,,0,13,13,4,,,,,1,0.550320076232,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
BGQ,BWQ,,,,,    OLIKA              LIKA  ,4,None,W,None,18,None,None,None,,,,,,,,,,,,,,,,,0,14,14,17,,,,,1,0.710760392334,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
GVN,RVN,,,,,    OLIKA              LIKA  ,4,None,None,R,14,None,None,None,,,,,,,,,,,,,,,,,0,15,15,13,,,,,1,0.760733595031,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
VXL,VXD,,,,,    OLIKA              LIKA  ,4,D,None,None,24,None,None,None,,,,,,,,,,,,,,,,,0,16,16,23,,,,,1,0.640694504003,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
CBN,CMN,,,,,    OLIKA              LIKA  ,4,None,M,None,20,None,None,None,,,,,,,,,,,,,,,,,0,17,17,19,,,,,1,0.610711352145,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
HVD,HVD,,,,,    OLIKA              LIKA  ,8,None,None,None,8,None,None,None,,,,,,,,,,,,,,,,,0,18,18,7,,,,,1,0.600406497937,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
BLG,BSG,,,,,    OLIKA              LIKA  ,4,None,S,None,19,None,None,None,,,,,,,,,,,,,,,,,0,19,19,18,,,,,1,0.660992779964,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
SVB,PVB,,,,,    OLIKA              LIKA  ,4,None,None,P,13,None,None,None,,,,,,,,,,,,,,,,,0,20,20,12,,,,,1,0.710289234476,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
KTM,XTM,,,,,    OLIKA              LIKA  ,4,None,None,X,16,None,None,None,,,,,,,,,,,,,,,,,0,21,21,15,,,,,1,0.630752078916,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
QNB,QNB,,,,,    OLIKA              LIKA  ,8,None,None,None,1,None,None,None,,,,,,,,,,,,,,,,,0,22,22,0,,,,,1,0.910675013014,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
FHP,FHP,,,,,    OLIKA              LIKA  ,8,None,None,None,12,None,None,None,,,,,,,,,,,,,,,,,0,23,23,11,,,,,1,0.609963401073,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
XDPVFN,XDPVFN,,,,,    OLIKA              LIKA  ,8,None,None,None,32,None,None,None,,,,,,,,,,,,,,,,,,,,,0,0,0,7,1,1.27059022384,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
ZKSWVJ,ZKSWVJ,,,,,    OLIKA              LIKA  ,8,None,None,None,27,None,None,None,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,1.24035689967,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
DRLGHS,DRFGHS,,,,,    OLIKA              LIKA  ,4,F,None,None,42,None,None,None,,,,,,,,,,,,,,,,,,,,,0,2,2,17,1,0.820615225039,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
JRTLNM,JRTLNM,,,,,    OLIKA              LIKA  ,8,None,None,None,30,None,None,None,,,,,,,,,,,,,,,,,,,,,0,3,3,5,1,0.810515319687,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
CJDHXN,CJDBXN,,,,,    OLIKA              LIKA  ,4,None,None,None,43,None,B,None,,,,,,,,,,,,,,,,,,,,,0,4,4,18,1,2.33072010176,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
RDNCQM,RDNCQB,,,,,    OLIKA              LIKA  ,4,None,None,None,48,B,None,None,,,,,,,,,,,,,,,,,,,,,0,5,5,23,0,1.32052397629,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
PZBQJM,PZBQJH,,,,,    OLIKA              LIKA  ,4,None,None,None,47,H,None,None,,,,,,,,,,,,,,,,,,,,,0,6,6,22,1,0.900595313888,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
QGNXBF,QGNXBF,,,,,    OLIKA              LIKA  ,8,None,None,None,29,None,None,None,,,,,,,,,,,,,,,,,,,,,0,7,7,4,1,1.79099835111,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
DWQRVK,DPQRVK,,,,,    OLIKA              LIKA  ,4,None,P,None,39,None,None,None,,,,,,,,,,,,,,,,,,,,,0,8,8,14,1,1.31080061234,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
PXVFWM,PXVFZM,,,,,    OLIKA              LIKA  ,4,None,None,None,45,None,None,Z,,,,,,,,,,,,,,,,,,,,,0,9,9,20,0,2.26097751304,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
MNTWLX,MNTWLX,,,,,    OLIKA              LIKA  ,8,None,None,None,33,None,None,None,,,,,,,,,,,,,,,,,,,,,0,10,10,8,1,1.97085556686,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
MLVDZG,MLVDZG,,,,,    OLIKA              LIKA  ,8,None,None,None,26,None,None,None,,,,,,,,,,,,,,,,,,,,,0,11,11,1,1,1.45089582536,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
GJHSCJ,GJVSCJ,,,,,    OLIKA              LIKA  ,4,V,None,None,41,None,None,None,,,,,,,,,,,,,,,,,,,,,0,12,12,16,1,2.16090602149,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
BKDXWF,BKDXWF,,,,,    OLIKA              LIKA  ,8,None,None,None,35,None,None,None,,,,,,,,,,,,,,,,,,,,,0,13,13,10,1,2.10092400182,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
KWDCXG,KWDCXG,,,,,    OLIKA              LIKA  ,8,None,None,None,34,None,None,None,,,,,,,,,,,,,,,,,,,,,0,14,14,9,1,1.46047774573,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
JZVSPX,JZVSPX,,,,,    OLIKA              LIKA  ,8,None,None,None,31,None,None,None,,,,,,,,,,,,,,,,,,,,,0,15,15,6,1,1.55058660597,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
QJZTBL,QJZCBL,,,,,    OLIKA              LIKA  ,4,None,None,None,44,None,C,None,,,,,,,,,,,,,,,,,,,,,0,16,16,19,1,1.42040238613,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
NKZRGP,NKZRGP,,,,,    OLIKA              LIKA  ,8,None,None,None,36,None,None,None,,,,,,,,,,,,,,,,,,,,,0,17,17,11,1,1.49069118441,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
NMHJKR,WMHJKR,,,,,    OLIKA              LIKA  ,4,None,None,W,38,None,None,None,,,,,,,,,,,,,,,,,,,,,0,18,18,13,1,2.56093892877,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
HNDKLM,HNDKLM,,,,,    OLIKA              LIKA  ,8,None,None,None,28,None,None,None,,,,,,,,,,,,,,,,,,,,,0,19,19,3,1,1.39082977346,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
PBRJNQ,PBRJNQ,,,,,    OLIKA              LIKA  ,8,None,None,None,25,None,None,None,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,1.84095198905,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
HVNPDS,HVNPMS,,,,,    OLIKA              LIKA  ,4,None,None,None,46,None,None,M,,,,,,,,,,,,,,,,,,,,,0,21,21,21,1,1.35067711703,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
DVBWHP,DCBWHP,,,,,    OLIKA              LIKA  ,4,None,C,None,40,None,None,None,,,,,,,,,,,,,,,,,,,,,0,22,22,15,1,1.79088641503,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
QVPSKN,RVPSKN,,,,,    OLIKA              LIKA  ,4,None,None,R,37,None,None,None,,,,,,,,,,,,,,,,,,,,,0,23,23,12,1,0.860737411762,2020_okt_06_1424,99.9932971147,Control Task #6k,001,NENA_014,
