upper,lower,BlockSelect,feed_2,moveon,feed_1,judgment,correct,third,second,first,item_number,sixth,fourth,fifth,practice1.thisRepN,practice1.thisTrialN,practice1.thisN,practice1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,practice2.thisRepN,practice2.thisTrialN,practice2.thisN,practice2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,blcok2.thisRepN,blcok2.thisTrialN,blcok2.thisN,blcok2.thisIndex,response,RT,date,frameRate,expName,session,participant,
DLF,ZLF,1,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,    OLIKA              LIKA  ,4,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1,1.33069530681,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
DLF,ZLF,1,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,    OLIKA              LIKA  ,4,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
FLD,FLD,2,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,    OLIKA              LIKA  ,8,,,,,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,1,1.24069386031,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
FLD,FLD,2,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,    OLIKA              LIKA  ,8,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
JPB,SPB,1,,Tryck på någon av knapparna för att fortsätta.,,    OLIKA              LIKA  ,4,None,None,S,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,1,0.860743952344,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
GWG,GWX,1,,Tryck på någon av knapparna för att fortsätta.,,    OLIKA              LIKA  ,4,X,None,None,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,1,1.2407849484,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
FDW,FDW,1,,Tryck på någon av knapparna för att fortsätta.,,    OLIKA              LIKA  ,8,None,None,None,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,1,0.81046781752,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
WWT,WWT,1,,Tryck på någon av knapparna för att fortsätta.,,    OLIKA              LIKA  ,8,None,None,None,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,0,0.740616082629,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
RNL,RPL,1,,Tryck på någon av knapparna för att fortsätta.,,    OLIKA              LIKA  ,4,None,P,None,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,1,1.20080337128,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
JKY,JKY,1,,Tryck på någon av knapparna för att fortsätta.,,    OLIKA              LIKA  ,8,None,None,None,,,,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,1,1.00073704376,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
NLX,NLX,,,,,    OLIKA              LIKA  ,8,None,None,None,9,None,None,None,,,,,,,,,,,,,,,,,0,0,0,8,,,,,1,0.870393516581,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
FHP,FHP,,,,,    OLIKA              LIKA  ,8,None,None,None,12,None,None,None,,,,,,,,,,,,,,,,,0,1,1,11,,,,,1,0.930718848596,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
FRQ,MRQ,,,,,    OLIKA              LIKA  ,4,None,None,M,15,None,None,None,,,,,,,,,,,,,,,,,0,2,2,14,,,,,1,0.760611201076,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
TLJ,TXJ,,,,,    OLIKA              LIKA  ,4,None,X,None,17,None,None,None,,,,,,,,,,,,,,,,,0,3,3,16,,,,,1,0.880629380208,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
KTM,XTM,,,,,    OLIKA              LIKA  ,4,None,None,X,16,None,None,None,,,,,,,,,,,,,,,,,0,4,4,15,,,,,1,0.730602486768,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
VXL,VXD,,,,,    OLIKA              LIKA  ,4,D,None,None,24,None,None,None,,,,,,,,,,,,,,,,,0,5,5,23,,,,,1,0.940620829473,2020_dec_18_1110,99.9625203986,Control Task #6k,001,NENA_025,
