upper,lower,BlockSelect,feed_2,moveon,feed_1,judgment,correct,third,second,first,item_number,sixth,fourth,fifth,practice1.thisRepN,practice1.thisTrialN,practice1.thisN,practice1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,practice2.thisRepN,practice2.thisTrialN,practice2.thisN,practice2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,blcok2.thisRepN,blcok2.thisTrialN,blcok2.thisN,blcok2.thisIndex,response,RT,date,frameRate,expName,session,participant,
HVD,HVD,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,8,None,None,None,,,,,,,,,,,,,,,,,0,18,18,7,,,,,1,0.520150769547,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
NLX,NLX,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,9,None,None,None,,,,,,,,,,,,,,,,,0,19,19,8,,,,,1,0.930494558626,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
KTS,KTS,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,11,None,None,None,,,,,,,,,,,,,,,,,0,20,20,10,,,,,1,0.800717540911,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
VXL,VXD,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,D,None,None,24,None,None,None,,,,,,,,,,,,,,,,,0,21,21,23,,,,,1,0.660624188749,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
ZKJ,ZKV,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,V,None,None,22,None,None,None,,,,,,,,,,,,,,,,,0,22,22,21,,,,,1,0.640742994177,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
FHP,FHP,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,12,None,None,None,,,,,,,,,,,,,,,,,0,23,23,11,,,,,1,0.590681590098,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
JZVSPX,JZVSPX,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,31,None,None,None,,,,,,,,,,,,,,,,,,,,,0,0,0,6,1,2.40094057772,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
PZBQJM,PZBQJH,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,None,47,H,None,None,,,,,,,,,,,,,,,,,,,,,0,1,1,22,1,1.82098585862,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
KWDCXG,KWDCXG,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,34,None,None,None,,,,,,,,,,,,,,,,,,,,,0,2,2,9,1,1.65078766889,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
MNTWLX,MNTWLX,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,33,None,None,None,,,,,,,,,,,,,,,,,,,,,0,3,3,8,1,1.35082176267,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
JRTLNM,JRTLNM,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,30,None,None,None,,,,,,,,,,,,,,,,,,,,,0,4,4,5,1,1.42071945889,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
XDPVFN,XDPVFN,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,32,None,None,None,,,,,,,,,,,,,,,,,,,,,0,5,5,7,1,1.50082476151,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
DWQRVK,DPQRVK,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,P,None,39,None,None,None,,,,,,,,,,,,,,,,,,,,,0,6,6,14,1,1.37086877552,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
HVNPDS,HVNPMS,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,None,46,None,None,M,,,,,,,,,,,,,,,,,,,,,0,7,7,21,1,1.03079954238,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
ZKSWVJ,ZKSWVJ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,27,None,None,None,,,,,,,,,,,,,,,,,,,,,0,8,8,2,1,1.56091223787,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
PXVFWM,PXVFZM,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,None,45,None,None,Z,,,,,,,,,,,,,,,,,,,,,0,9,9,20,1,0.800806704319,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
PBRJNQ,PBRJNQ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,25,None,None,None,,,,,,,,,,,,,,,,,,,,,0,10,10,0,1,1.38068765514,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
MLVDZG,MLVDZG,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,26,None,None,None,,,,,,,,,,,,,,,,,,,,,0,11,11,1,1,0.850752324261,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
QGNXBF,QGNXBF,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,29,None,None,None,,,,,,,,,,,,,,,,,,,,,0,12,12,4,1,1.09068527851,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
GJHSCJ,GJVSCJ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,V,None,None,41,None,None,None,,,,,,,,,,,,,,,,,,,,,0,13,13,16,0,0.79061032352,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
NMHJKR,WMHJKR,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,W,38,None,None,None,,,,,,,,,,,,,,,,,,,,,0,14,14,13,1,1.90086280029,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
HNDKLM,HNDKLM,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,28,None,None,None,,,,,,,,,,,,,,,,,,,,,0,15,15,3,1,1.68082739793,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
NKZRGP,NKZRGP,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,36,None,None,None,,,,,,,,,,,,,,,,,,,,,0,16,16,11,1,1.75083157706,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
QVPSKN,RVPSKN,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,R,37,None,None,None,,,,,,,,,,,,,,,,,,,,,0,17,17,12,1,0.650612549398,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
QJZTBL,QJZCBL,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,None,44,None,C,None,,,,,,,,,,,,,,,,,,,,,0,18,18,19,1,1.48092560597,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
DRLGHS,DRFGHS,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,F,None,None,42,None,None,None,,,,,,,,,,,,,,,,,,,,,0,19,19,17,1,1.69072613973,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
BKDXWF,BKDXWF,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,35,None,None,None,,,,,,,,,,,,,,,,,,,,,0,20,20,10,1,2.34094322696,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
RDNCQM,RDNCQB,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,None,48,B,None,None,,,,,,,,,,,,,,,,,,,,,0,21,21,23,1,0.820708425717,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
DVBWHP,DCBWHP,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,C,None,40,None,None,None,,,,,,,,,,,,,,,,,,,,,0,22,22,15,1,1.44083318393,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
CJDHXN,CJDBXN,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,None,43,None,B,None,,,,,,,,,,,,,,,,,,,,,0,23,23,18,1,1.72082552485,2020_okt_02_1531,99.9477800921,Control Task #6k,001,NENA_013,
