upper,lower,BlockSelect,feed_2,moveon,feed_1,judgment,correct,third,second,first,item_number,sixth,fourth,fifth,practice1.thisRepN,practice1.thisTrialN,practice1.thisN,practice1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,practice2.thisRepN,practice2.thisTrialN,practice2.thisN,practice2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,blcok2.thisRepN,blcok2.thisTrialN,blcok2.thisN,blcok2.thisIndex,response,RT,date,frameRate,expName,session,participant,
DLF,ZLF,1,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,8,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,8,2.45106776461,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
DLF,ZLF,1,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,8,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
FLD,FLD,2,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,4,,,,,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,1,2.3809534348,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
FLD,FLD,2,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,4,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
JPB,SPB,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,None,None,S,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,1,1.54083619912,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
JKY,JKY,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,1,1.55046375322,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
GWG,GWX,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,X,None,None,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,1,1.2306196441,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
FDW,FDW,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,1,0.870666766737,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
RNL,RPL,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,None,P,None,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,1,1.46088423265,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
WWT,WWT,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,1,1.15072124066,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
RBT,RBT,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,2,None,None,None,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1,1.45076563062,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
NLX,NLX,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,9,None,None,None,,,,,,,,,,,,,,,,,0,1,1,8,,,,,1,0.70041394281,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
GZK,GZK,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,3,None,None,None,,,,,,,,,,,,,,,,,0,2,2,2,,,,,1,0.740646836157,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
QNB,QNB,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,1,None,None,None,,,,,,,,,,,,,,,,,0,3,3,0,,,,,1,0.700789204773,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
HVD,HVD,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,8,None,None,None,,,,,,,,,,,,,,,,,0,4,4,7,,,,,1,0.650328338179,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
XTK,XTK,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,6,None,None,None,,,,,,,,,,,,,,,,,0,5,5,5,,,,,1,1.07076221798,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
TLJ,TXJ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,X,None,17,None,None,None,,,,,,,,,,,,,,,,,0,6,6,16,,,,,1,0.720643128441,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
ZLW,ZLW,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,4,None,None,None,,,,,,,,,,,,,,,,,0,7,7,3,,,,,1,0.730697262383,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
VXL,VXD,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,D,None,None,24,None,None,None,,,,,,,,,,,,,,,,,0,8,8,23,,,,,1,1.14082843729,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
KTM,XTM,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,X,16,None,None,None,,,,,,,,,,,,,,,,,0,9,9,15,,,,,1,1.12075320528,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
BGQ,BWQ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,W,None,18,None,None,None,,,,,,,,,,,,,,,,,0,10,10,17,,,,,0,1.3107457706,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
BLG,BSG,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,S,None,19,None,None,None,,,,,,,,,,,,,,,,,0,11,11,18,,,,,1,1.42084602649,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
VSG,VSG,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,5,None,None,None,,,,,,,,,,,,,,,,,0,12,12,4,,,,,1,1.92095347329,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
NRK,NRK,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,10,None,None,None,,,,,,,,,,,,,,,,,0,13,13,9,,,,,1,1.02038762957,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
WJP,WJZ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,Z,None,None,23,None,None,None,,,,,,,,,,,,,,,,,0,14,14,22,,,,,1,0.91054396306,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
ZKJ,ZKV,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,V,None,None,22,None,None,None,,,,,,,,,,,,,,,,,0,15,15,21,,,,,1,0.730430088695,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
FRQ,MRQ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,M,15,None,None,None,,,,,,,,,,,,,,,,,0,16,16,14,,,,,1,0.71046166202,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
FHP,FHP,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,12,None,None,None,,,,,,,,,,,,,,,,,0,17,17,11,,,,,1,0.890042471956,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
SVB,PVB,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,P,13,None,None,None,,,,,,,,,,,,,,,,,0,18,18,12,,,,,1,0.800484761477,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
RBN,RBW,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,W,None,None,21,None,None,None,,,,,,,,,,,,,,,,,0,19,19,20,,,,,1,1.14058179075,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
WSV,WSV,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,7,None,None,None,,,,,,,,,,,,,,,,,0,20,20,6,,,,,1,0.890816088924,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
GVN,RVN,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,R,14,None,None,None,,,,,,,,,,,,,,,,,0,21,21,13,,,,,1,0.930713812399,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
KTS,KTS,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,11,None,None,None,,,,,,,,,,,,,,,,,0,22,22,10,,,,,1,0.960605512439,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
CBN,CMN,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,M,None,20,None,None,None,,,,,,,,,,,,,,,,,0,23,23,19,,,,,1,0.650255210208,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
MLVDZG,MLVDZG,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,26,None,None,None,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,2.26094273503,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
JRTLNM,JRTLNM,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,30,None,None,None,,,,,,,,,,,,,,,,,,,,,0,1,1,5,1,1.92087008174,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
DWQRVK,DPQRVK,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,P,None,39,None,None,None,,,,,,,,,,,,,,,,,,,,,0,2,2,14,1,1.00079542706,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
MNTWLX,MNTWLX,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,33,None,None,None,,,,,,,,,,,,,,,,,,,,,0,3,3,8,1,1.13071464632,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
JZVSPX,JZVSPX,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,31,None,None,None,,,,,,,,,,,,,,,,,,,,,0,4,4,6,1,1.11063652768,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
KWDCXG,KWDCXG,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,34,None,None,None,,,,,,,,,,,,,,,,,,,,,0,5,5,9,1,1.24080399715,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
QVPSKN,RVPSKN,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,R,37,None,None,None,,,,,,,,,,,,,,,,,,,,,0,6,6,12,1,0.610515930672,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
BKDXWF,BKDXWF,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,35,None,None,None,,,,,,,,,,,,,,,,,,,,,0,7,7,10,1,1.36070692939,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
QGNXBF,QGNXBF,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,29,None,None,None,,,,,,,,,,,,,,,,,,,,,0,8,8,4,1,2.14082651287,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
ZKSWVJ,ZKSWVJ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,27,None,None,None,,,,,,,,,,,,,,,,,,,,,0,9,9,2,1,1.22069188042,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
RDNCQM,RDNCQB,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,None,48,B,None,None,,,,,,,,,,,,,,,,,,,,,0,10,10,23,1,0.760653430503,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
XDPVFN,XDPVFN,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,32,None,None,None,,,,,,,,,,,,,,,,,,,,,0,11,11,7,1,1.25080617175,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
HNDKLM,HNDKLM,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,28,None,None,None,,,,,,,,,,,,,,,,,,,,,0,12,12,3,1,1.42085853522,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
PXVFWM,PXVFZM,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,None,45,None,None,Z,,,,,,,,,,,,,,,,,,,,,0,13,13,20,1,2.29099384121,2021_mar_02_1232,100.299564743,Control Task #6k,001,NENA_033,
