upper,lower,BlockSelect,feed_2,moveon,feed_1,judgment,correct,third,second,first,item_number,sixth,fourth,fifth,practice1.thisRepN,practice1.thisTrialN,practice1.thisN,practice1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,practice2.thisRepN,practice2.thisTrialN,practice2.thisN,practice2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,blcok2.thisRepN,blcok2.thisTrialN,blcok2.thisN,blcok2.thisIndex,response,RT,date,frameRate,expName,session,participant,
DLF,ZLF,1,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,8,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,8,2.54101086909,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
DLF,ZLF,1,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,8,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
FLD,FLD,2,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,4,,,,,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,1,1.12071657485,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
FLD,FLD,2,De två bokstavssträngar är lika.,Tryck på någon av knapparna för att fortsätta.,Den första bokstaven i strängen är olika.,     LIKA                 OLIKA,4,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
WWT,WWT,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,1,1.22086148324,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
JPB,SPB,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,None,None,S,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,1,0.930830782416,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
JKY,JKY,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,1,0.540735036397,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
GWG,GWX,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,X,None,None,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,0,0.880727697964,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
FDW,FDW,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,4,None,None,None,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,0,1.02072722327,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
RNL,RPL,1,,Tryck på någon av knapparna för att fortsätta.,,     LIKA                 OLIKA,8,None,P,None,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,1,1.14057652882,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
WSV,WSV,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,7,None,None,None,,,,,,,,,,,,,,,,,0,0,0,6,,,,,1,1.85090601418,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
WJP,WJZ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,Z,None,None,23,None,None,None,,,,,,,,,,,,,,,,,0,1,1,22,,,,,1,1.16043904867,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
GZK,GZK,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,3,None,None,None,,,,,,,,,,,,,,,,,0,2,2,2,,,,,1,0.830503696159,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
SVB,PVB,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,P,13,None,None,None,,,,,,,,,,,,,,,,,0,3,3,12,,,,,1,0.70071254641,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
BGQ,BWQ,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,W,None,18,None,None,None,,,,,,,,,,,,,,,,,0,4,4,17,,,,,1,0.650754755226,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
XTK,XTK,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,6,None,None,None,,,,,,,,,,,,,,,,,0,5,5,5,,,,,1,1.36071090424,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
KTM,XTM,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,X,16,None,None,None,,,,,,,,,,,,,,,,,0,6,6,15,,,,,1,1.26081937706,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
HVD,HVD,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,4,None,None,None,8,None,None,None,,,,,,,,,,,,,,,,,0,7,7,7,,,,,1,0.76073855166,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
BLG,BSG,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,S,None,19,None,None,None,,,,,,,,,,,,,,,,,0,8,8,18,,,,,1,0.680747711873,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
GVN,RVN,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,None,None,R,14,None,None,None,,,,,,,,,,,,,,,,,0,9,9,13,,,,,1,1.01074657005,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
VXL,VXD,,,Pulse el botón para continuar.,,     LIKA                 OLIKA,8,D,None,None,24,None,None,None,,,,,,,,,,,,,,,,,0,10,10,23,,,,,1,0.740705400418,2020_okt_01_1230,99.9731295724,Control Task #6k,001,NENA_012,
